video_name,category_name,title,text,summary
233.mp4,Видеоигры,Гейм разбор. Выпуск №7 - Farming Simulator 2022 - реакция фермеров,"а это пахота, подожди. не просто с асфальтом, даже и с разметкой. ну, в общем, это сильно похоже на тоскану, я так скажу. точно не на среднерусскую возвышенность. а это сено, видишь? цистерну. насос, наверное, там какой-нибудь у него стоит. это он сушит, наверное, сено. и потом пошел укладывать в рулоны. потом вот этот кун называется, да? вот такие кипарисы. я хочу сказать, что вот у него все это везде техника ездит, но выпасов не видно нигде. вот здесь тоже показано, как он берет, во-первых, не тем захватом. он острижет и собирает. а это он поливает, да? нет, это он разбрасывает удобрение. стоит ли ее удобрять так обильно, как это делают они? самый гарантируемый.группа людей стоит перед трамваем, а женщина разговаривает с камерой.",В этом выпуске семейная пара фермеров реагируют на Farming Simulator 2022. Как выглядит фермерское хозяйство в России? Похожа ли техника из игра на реальную? Чем отличается жизнь фермера? Ответы на эти вопросы вы найдете в седьмом эпизоде шоу «Гейм разбор».
234.mp4,Лайфстайл,Спецвыпуск Абьюз-шоу |Выпуск № 4 I Саша Кабаева и Сергей Селезнев: как распознать абьюз в отношениях,"а в отношениях? прямо и в прошлых отношениях. вот что говорит абьюзер, в большей степени. то есть, подождите, тем, что они унижают вторую половину, они так привязывают к себе? он пропадает вот от этого строптивость. типа потом они скажут, вот это не носи, сюда не ходи. причем ты находясь в абвизивных отношениях, тебе безумно хочется, чтобы было продолжение в этих отношениях. мне кажется, всегда нужна поддержка либо друзей, но друзья тебя никогда не поймут, потому что на публике абьюзер белый и пушистый, а ты конченая. и предоставим, что в таких отношениях жертва, ну то есть я, любят превозносить абьюзера, что у вас все хорошо, у вас все идеально. притом при всем, что отношения начинались очень красиво, как рассказывал сережа, то есть человек прям очень хорошо подвешенный язык, мне вливалось в уши такое прекрасное, светлое будущее, плюс человек был старше меня. притом при всем, что абьюзеры очень быстро пытаются тебя захапать. ну, я, естественно, ждала какой-то там отдачи, наверное, благодарности, не знаю.мужчина сидит перед столом и говорит с другим мужчиной, который сидит рядом с ним.","В этом выпуске ведущая Саша Кабаева и психолог Сергей Селезнев поговорят на тему абьюза в отношениях и о том, как его распознать. А также сама Саша поделится своей историей и этапами восстановления.   Саша Кабаева / Сергей Селезнев /   00:30 Что такое абьюз.  02:44 Что говорят абьюзеры.  04:32 “А что ты делаешь для меня?”  05:34 О том, как создавалось шоу  07:00 Техника “зеркало”  07:30 О бывшем муже Саши и ее истории  12:34 День “Х”  14:25 О новых сложных отношениях Саши  15:40 О том, как сложно сделать первый шаг  16:56 “Вспомнить себя до этих отношений”  17:56 О родителях абьюзера  19:50 Как распознать абьюзивные отношения.  21:05 “Может мы сами воспитываем абьюзера?”  22:55 Почему мы тянемся к плохим героям.  23:48 “Абьюзеры не любят разговаривать”  24:55 Стадии ухода от абьюзивных отношений  16:43 Что делать в абьюзивных отношений.  29:18 “Нужно стать снова интересной и бежать”  30:42 О том, как важно не молчать   Ставь лайк, комментируй, подписывайся,чтобы не пропустить новые выпуски.   #советыпсихолога #абьзивныеотношения #абьюз #рассуждения"
235.mp4,Спорт,Путь бойца. Серия 1,"мужчина говорит с группой людей, а затем мужчина стоит перед камерой.","«Наше дело» представляет реалити-шоу ""Путь бойца"". В этом выпуске 20 бойцов сразятся за право быть лучшим, чтобы стать частью команды «Наше дело» и получить контракт на 5 миллиона рублей. Участников ждут бескомпромиссные драки, испытания на прочность, скорость и ловкость! Кто справится с тяжелейшей полосой препятствий в сложных погодных условиях? Кто получит травму во время испытаний и не сможет продолжить свое участие в шоу? Кому такой путь окажется не по зубам? Все это вы узнаете в первом выпуске реалити-шоу «Путь бойца». По вопросам рекламы пишите на email"
236.mp4,Блоги,Под другим углом | Выпуск 3 | Астрология,"а зачем? я варя. наверное. прислушиваетесь часто к прогнозам? продолюбивые, такие серьезные. вы не прислушаетесь к прогнозам? астрология утверждает, что положение на небе звезд, планет и солнца в момент вашего рождения определяют потенциал вашей личности. определяют, но ничего не гарантируют. с тех пор созвездия сместились настолько, что если тогда вы были еще козерогом, то сегодня вполне уже себе водолей. а вот интересно, астрологи это учитывают, тем более, что о прецессии земной оси человечество узнало только недавно. тогда давайте проверим эффективность этих предсказаний. на этот раз ученые решили проверить, а как хорошо астрологи могут предсказать совместимость людей по гороскопу. примерно такой же процент попаданий и показали наши астрологи. вообще большинство предсказаний астрологов на личных консультациях выбирает одно из двух, то есть 50 на 50.","Давайте погадаем, на что же в новом выпуске ""Под другим углом"" мы посмотрим. На астро… -номию?! Нет! Астро… -физику?! Нееее! Цветы астры?! Да нет! Астрологию! Мы разберёмся в её принципах. Поймём, какое созвездие из зодиакального круга потерялось. Что такое ментальные карты. Выясним есть ли тут наука или нет. Как связаны астрология и психология. И примем решение, верить ли гороскопам (Спойлер: это решение повлияет на вашу судьбу)."
237.mp4,Развлечения,Тру ДЕТЕКТОР I #9,"йоу. нет? ну все. есть, есть. тяните. по моей команде.группа людей сидит за столом, и один из них разговаривает с камерой.","Вы смотрите шоу с детектором лжи «Тру ДЕТЕКТОР»! Шоу, в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором полиграфа. В этом выпуске, в логово Кристи и Мистера Молчуна попал Влад Невский и его друзья. Раскрыл, что собирается выпускать собственные треки, а так же раскрыл некоторые секреты Дрим Тим. Что скрывают звёзды и их ближайшее окружение? Какие вопросы они зададут друг другу? И кто окажется самым лживым в компании? Все это узнаёте в шоу Тру Детектор!"
238.mp4,Развлечения,Правильная цена I #2,"у нас матюкаться можно? есть? ну и что? получается эльза даже для меня выигрывает. капец. у тебя такие же должны быть. вскрываемся. важная ремарка. вскрываемся. уверен? точно? а как это от отшага? вскрываемся. я ему намекнул. тупли купить. чтобы оно закреплено было. алиша напряди. вноси. оно ровненькое, видите? вот тут все четко соблюдено. то есть человек тоже постарался. ну, как будто бы… я думаю, для алиши тем более. что? это дофига. это что, достойная? клеточку. ой. шестерок видишь здесь? шестерок. вскрываемся. вообще ноль.группа людей сидит за столом, и один из них принимает кусок чего-то.","С вами Макс Климток и это шоу Правильная цена! Шоу, в котором участники зарабатывают баллы, угадывая правильные цены товаров и услуг.  Сегодня мы узнаем, как в ценах ориентируются Алиша, Бэмби и Эльза  За просмотр шоу вы также можете заплатить свою цену - поставить лайк, подписаться на канал и оставить комментарий."
239.mp4,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №12 ГОТОВИМ ПРАЗДНИЧНЫЙ СЛОЕНЫЙ САЛАТ С КРАСНОЙ РЫБОЙ,"снимаем! вы находитесь на канале максим народный. так что смотрите, чтобы она там у вас не разварилась. так, а мы начнем с лука. лучок мы делаем вот так вот, можно сказать четвертиночками. нарезаем. но мы не просто его нарежем. я, если честно, и сейчас уже многовато достаточно. вот я таким буду и буду гонять самогон, в общем, всех видов. значит, это у нас на меде, это там на клюкве. кто дождется, потом там поставьте лайк. для этого нам понадобится уксус. выливаем вот сюда в лук. теперь их тоже нужно тереть вот на такой мелкой терке. тогда было не все готово, сейчас все готово. погнали. чтобы он там пропитался, наполнился. чего я накладываю?мужчина показывает, как приготовить блюдо для приготовления, и объясняет, что он с ним делает.",Предлагаю подписчикам приготовить праздничный слоеный салат с красной рыбой.
240.mp4,Развлечения,БЮРО ДОБРЫХ ДЕЛ|ОДЕЖДА ОТ СНУП ДОГА|САМЫЙ ДЛИННЫЙ ПОЕЗД|СЭНДВИЧ НА ЗАВТРАК,"нашим коммунальщикам на заметку. осторожно, ежики. да ладно. например, остановка, красивый вид. вы, конечно, спросите меня, ксюша, а где все люди? интересовались ли какие касаты? а вот вы говорите про касаток. какие касатки, тусовщицы! ой! это байкальские нерфы. а с вами аксения егорова. как тебе? название красивое. мы сейчас вырежем какой-нибудь большой кусок себе. а как его? вот этого нам хватит точно. срезаем. можешь кружочками просто красивенькими. вот так? до корочки дошел, чтобы раскрывался. это ветчина, да? ветчина. можно взять любую абсолютно ветчину.женщина сидит перед камерой и говорит с группой людей в комнате.","Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске: - Что делать если ваши питомцы одеваются лучше вас? Ответить может Снуп Дог - Самый длинный поезд в мире - Ксения Егорова в «Добром репортаже» отправилась на улицы Москвы! - В новой рубрике «Добрый завтрак» готовим вкуснейший домашний сэндвич. Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение и сделать ваш день чуточку радостнее и светлее. По вопросам рекламы пишите на email"
241.mp4,Юмор,Антон Протеинов I #7 I Как освоить любой вид спорта за минуту».,"если выход силы для тебя это что-то новое с плаховым, а здоровое тело ты видишь только в фильме «зелёная меля», мне нужно с тобой серьёзно поговорить. ну, скорее нашу подсварки. если повнимательнее присмотреться, то вы можете заметить, что все вокруг буквально помешанно на фехтовании. кстати, прямо на ваших глазах меня лишает прав забег в пенном виде. ну что, на этом мы закончим разбирать лёгкую атлетику. и сегодня это снова докажет мой протеже артёмка. сейчас артёмка прямо как эскортница.","В этом выпуске мастодонт спорта покажет вам, как стать профессионалом в любом виде спорта. А также докажет, что воркаут – это лучший спорт на планете. Инстаграм: /"
242.mp4,Новости и СМИ,"МультНайтШоу. Выпуск 3. В гостях Леонардо ДиКаприо. Киногерои, ушедшие из России... возвращаются?!",мультнайт-шоу!,"МультНайтШоу – еженедельное юмористическое нарисованное вечернее шоу, где обсуждаются актуальные новости страны и мира. В третьем выпуске мы пригласим в нашу студию именниника Леонардо ДиКаприо, увидим новый клип от любимых киногероев и многое другое. По вопросам рекламы пишите на email"
243.mp4,Кулинария,Домашняя кухня от шефа: Выпуск №8,"с вами саша белькович, и сейчас вам покажу рецепт очень крутой. короче, и у всех получится. смотрите, лавровый листик. можете взять подкопченую паприку, тогда будет подкопченный вкус. так, обязательно, чтобы такой был вкус более яркий, я добавлю гвоздику. кто гвоздику не любит, не добавляйте. куча разных крутых продуктов, поэтому гвоздичка будет все балансировать. буквально несколько штучек. в чем фишка? дальше чеснок. и обратите внимание, как я чеснок разрезаю. для этого на помощь приходит фольга. аккуратненько. если будете вставлять противень в направляющие, то у вас фольга, она просто вот здесь слезет. я поднимаю и кладу на направляющие, то есть вот так вот сверху. и не тащу, а именно приподнимаю и аккуратненько ее ставлю. это точно говорит о том, что там еще сочности предостаточно. видите, и сочности хватило. аккуратно берем так кусок. можно убрать сторонку, съесть попозже. оп, и рядом гарнир.мужчина демонстрирует, как сделать пиццу с помощью пиццерии и мясорубки.","Саша Белькович приготовит мощное блюдо для всех любителей мяса! Смотрите рецепт свиной шеи, запеченной в пиве и с яблоками, от нашего домашнего шефа. Главная фишка рецепта в том, что его может повторить абсолютно каждый. В этом выпуске вы научитесь правильно работать со свининой, мариновать ее и запекать, а также узнаете, какое пиво выбирает шеф. Приятного аппетита!"
244.mp4,Лайфстайл,Сколько Стоит День? Выпуск 3. Сколько тратит в день Стас Ярушин?,"сейчас так, давай искренне, пофиг да, ну может даже так обойти людей да, на музлов приходят там у меня гримеры говорят, надо тебя загремевать красиво говорят, да не надо, , хочу, чтобы так было не люблю гримироваться, поэтому как есть я вот стас ярушин, какой я есть, такой я с вами сегодня и буду умотанный, эмоционально я умотанный, честно ничего страшного я сейчас разойдусь у меня нет вариантов сегодня никаких слушай, мне так понравилось, пойдем еще раз пройдем так поговорим, то обратно слушай, у нас времени мало, ты знаешь во сколько съемка начинается? да, у меня скоро съемка, кстати я бы, сегодняшнюю съемку я бы отменил, честное слово потому что мы давно не снимали музлов, были на паузе и вот сегодня как раз совпал момент, когда у нас у ребят есть возможность у гостей прийти никита пресняков сегодня марк тишман, юля паршутов надо паршуте заехать купить цветы, кстати конечно, девушка я редко это делаю, да, но юльке я хочу купить цветы а тебя кто-то встречает сейчас? не, подожди давай так каждое за себя ты сегодня у меня в бестях помужчина стоит перед группой людей, и он разговаривает с камерой.","Подарков много не бывает. Ищите выгодные предложения на privetmir–  Сегодня мы провели целый день с продюсером, блогером, музыкантом, актером и ведущим – Стасом Ярушиным. За этот день мы узнали, на что и, главное, сколько денег Стас тратит в течение рабочего дня. В конце мы подвели итог и суммировали все чеки. Откуда вернулся Стас Ярушин? На какие увлечения он тратит больше всего денег? В каких местах ест? Смотри и делись своим впечатлением в комментариях под видео!"
245.mp4,Спорт,Concept Football - Футбол кибер - Выпуск №1,"в фифе он очень. ой-ой-ой. на лапке. попал? попал, да. читер какой-то. как? педри тайм. ой-ой-ой-ой-ой. ой. голоконте попал. миранчук, конечно. забивать. кьяер. ты все бил? поль погба. поль погба. попалась. это саш серехов. васян. в мешане такие замены. ой-ой-ой. как так-то? ой-ой-ой. да как? ой-ой-ой, голо. накрыт. назавил. бопе. ой-ой-ой, усман. ой, угадал же, угадал же. ой. криштяну. смимо. еще дальний фланг. еще фланг. как? не было? да я на нын, на нын. это сэйв.группа людей играет в футбол перед большой толпой людей.","В этом выпуске ведущие канала «Concept Football» Кирилл и Дима вместе с Прокопом сыграют в фифу «своими» командами, повторят голы из фифа на реальном футбольном поле и выяснят, кто из них проиграет и выполнит наказание !"
246.mp4,Развлечения,Такой расклад. Эфир 3. Метафорические карты. Про любовь,"меня зовут сергей терре, и сегодня я здесь не один. и все вот эти тысячу пятьсот твоих регалий. все при мне. ты настроена? аббревиатура маг. это сюжетная колода. как мне себя нужно навести, чтобы я встретила или встретил? то есть если задает вопрос, предположим, татьяна, и мы даем какую-то трактовку, смотрим, то все зрители, которые присутствуют сейчас и смотрят нас, вы можете помочь татьяне, если вы прокомментируете эту карту, то есть что видите на ней вы. и я хочу напомнить, где вы все это будете делать? так вот, в чем суть. и я уже беру колоду. берешь внутреннюю опору. сразу даем, да, то есть на этом уже примере. зритель может уже... конечно. вогруппа людей сидят за столом и говорят с группой людей о том, что они делают.","В этом выпуске шоу «Такой расклад» вы увидите психолога, расстановщика, мак-терапевта Веронику Копейко в компании ведущего Сергея Терре. Встречаемся в 20:00! Тема недели и этого выпуска – любовь. В прямом эфире Вероника с помощью метафорических карт поможет найти ответы на вопросы зрителей о влюблённостях, о перспективе отношений или поиске взаимопонимания в паре – любых аспектах, связанных с темой. А кроме того, поговорим о трансформации любви в одной звёздной паре. Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции! А также по этим ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_132978 В понедельник 14 ноября в 20:00 встречаемся с Ксенией ПроТаро. Расклады на таро о бизнесе, карьере, реализации и финансовых перспективах – готовьте вопросы и включайте эфир!"
247.mp4,Развлечения,Стендап гороскоп: Нидаль Абу-Газале - Весы,"короче, у меня тоже есть знак зодиака. я долго думал сюда или в красно-белое. но, мудаки, все равно скрипионы. я? я всегда это себе напоминаю, когда стою в очереди в диксе. это куда? я уже настроил». отличное описание для тиндера, я считаю.","В новом выпуске шоу «Стендап гороскоп» Нидаль Абу-Газале расскажет про единственный неодушевленный знак зодиака Весы, и что ожидает их в Новом 2022 году!"
248.mp4,Лайфстайл,Женсовет  | Выпуск 3 | Честный разговор о женской сексуальности,"я же бро, что это у вас там член на меня встал, я че-то дуральтишка. ева у нас сегодня в гостях. я думала, да, придёт вэш, мэш такая. а скажи, пожалуйста, а ты в топе? поэтому я сейчас не зря здесь. а какой интерь? а отказываться можешь? ты же сама принимаешь решение, где ты будешь сниматься, с кем ты хочешь сниматься. нет? это было соло? думаешь? так, хорошо, скажи мне, в твоей жизни сейчас есть более-менее постоянный парень? был? был. расскажи, как это вообще? а у тебя была что-нибудь такое?женщина сидит за столом и разговаривает с мужчиной, который сидит рядом с ней.","Почему нам всем так не все равно, когда дело касается женской сексуальности? И почему девушка, которая считает себя секусально раскрепощенной, может столкнуться с буллингом и осуждением общества? Как раскрыть себя и понять свое тело, начать получать удовольствие от секса и сколько стоит одна съемка самой знаменитой русской порнаактрисы — в новом эпизоде шоу «Женсовет». Алиса Селезнева ... Аида /  #женсовет #дискуссии #феминизм"
250.mp4,Авто-мото,$1000 шоу | 9 выпуск | Охотники за тачками,"я сочухну лавку! всё, нас чуть не сбили. челлендж будет интересный, но сперва давайте познакомимся. смешарики. смешарики? алтай. а зачем вы тусуетесь так близко, выезжаете? во-вторых, соответственно, да, если они переворачиваются. зачем? взял? взял? взял? взял? взял? взял? взял? у вас первое место. попали в дтп. и сегодня, хотя мы смогли доехать, уже не плохо. до новых встреч.группа людей стоит на стоянке, и один из них бросает карточку в камеру.","Все мы при покупке машины охотимся именно за той самой заветной, о которой мечтаем! В новом челлендже мои подписчики тоже будут охотится за тачками, главное чтоб все машины остались целыми! Победитель, как всегда увезёт 1000$! Так что готовьте чайоку, устраивайтесь поудобнее, поехали!"
251.mp4,Спорт,Джигурда против депутата Милонова. Полный бой. Косырев vs Гаджиев. Наше дело,"олег володин и давид багдесарян. давид, олег? как дела? как вы? мое логово, так сказать. также здесь я питаюсь. вообще в нашем деле я хочу забрать пояс в легком весе. все говорят, у него лучшая вертушка. в моей груди бьется чемпион асетина. волнуюсь в два случая, но я заряжен на все статы. и мы закатим с тобой, я уверен, огромную рубку. рефери в крестке, мартан мурадов. по месту. алан кучиев. но посмотрите, алан кучиев совершенно не стесняется. но не попал. но пока не совсем. но не попал. и вот моменты никита наносил свой. ну, пытается он в таком случае поджать алана. совершенно очевидно, что на дальней дистанции как раз самая удобная работа для кучиева. откуда он может набрасываться. и не хочет все-таки нарваться. алан в плечо.два мужчины соревнуются в боксерском ринге и один из мужчин ударяет другого человека в грудь.","Букмекерская компания Winline - генеральный партнер промоушена Наше Дело. Переходи по ссылке в закрепленном комментарии, регистрируйся с промокодом DELO и получи 1000 рублей на первую ставку! Сделай свою первую ставку бесплатно! А если ставка сыграет, Winline заплатит. Без вариантов. Спортивное питание Тарасова - -169554  Таймкоды: 00:00 - Интро 03:30 - Начало 04:08 - Кучиев vs Шевченков 29:55 - Тажиев vs Давтян 55:04 - Мирзаев vs Андрюшко 1:09:49 - Гаджиев vs Косырев 1:24:55 - Акопян vs Верулашвили 1:37:07 - Брюс Хлебников кинул вызов Тарасову 1:42:19 - Милонов vs Джигурда  В очередном выпуске   «Наше Дело» вы увидите то, чего до этого никто и никогда не видел - бой шоумена Никиты Джигурды против депутата Государственной Думы РФ Виталия Милонова. Да, да, мы такие…Также вас ждет огненная заруба между Аланом Кучиевым и Никитой Шевченковым. На этом мы, конечно же, не остановились и приготовили ряд интереснейших боев: Мирлан Тажиев против Гарика Давтяна, Самир Мирзаев против Руслана Андрюшко, Омар Гаджиев против Филлипа Косырева, Реваз Верулашвили против Владимира Акопяна. Смотрите, кайфуйте, делитесь с друзьями.  P.S. Кстати, Анастасия Волочкова вышла в клетку, чтобы поддержать Никиту Джигурду. Пишите в комментариях какой из боев показался вам самым зрелищным. Instagram Артура  -   Instagram Артема  -  Instagram Стоуна -  Instagram Саши Смирновой -  Кучиев - Шевченков -  Тажиев - Давтян -  Мирзаев - / Андрюшко -  Гаджиев - / Косырев -  Акопян - Верулашвили -  Милонов - Джигурда -   Канал ""Дела Артура"" -  Сотрудничество - email  Реклама - email  Хочешь попасть в Шоу ""Наше Дело""? - Присылай заявку на почту email  (В заявке необходимо указать: ФИО, рост, возраст, вес, гражданство, город, фото, ссылка на instagram, телефон)  #НашеДело #Джигурда #Милонов"
252.mp4,Блоги,На связующих | Барбара | Что нам сказал Шип?,"егору, шипу. как дела? как тебе у нас? у нас в гостях. ну ладно. егор шип. погнали. здесь написан ход. представлюсь. как ты? машу, машу. а можешь продиктовать? как ты? как дела? вот. давай. давай. маша. давай. вот. сейчас это наверное... давай. егору привет. давай. пока. давай. погнали. а я уж думала, эй, йоу, бло, бацат. да уж. ну так.группа людей находится в комнате, и один из них играет в каменные бумажные ножницы.","На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса. Сегодня у нас в гостях победительница шоу «Холостяк» БАРБАРА ПИНО , а звонить мы будем Егору Шипу!"
253.mp4,Блоги,Хашлама | Мурад | Идрак | Образование Гордея и Гасанова | Даша Карейка,"учкучук какой-то. учкучук. учкудук. и пхали. пхали, которые в рот ***** уже кого-то. газели привезли, это что такое? это все будет запекаться, да? хватит рифмовать. да, это все запекается, никакого мата. хошла ма. с сашей стоуном не то. вот, идут, там, такая-то обильность, течение. ну, короче. можно? короче, будьте собой, кайфуйте. я что, должен говно просто так смотреть? один кидал на ***, знает, сколько любит. другой рекламировал всякую за *** тоже. блатовать. короче, учитесь. блазара нет. больше, чем у славы кпсс. это такая беретура? суки без... это же шайгу все. я не знаю, какими должны быть пхали.группа мужчин и женщин сидят за столом, едят и разговаривают друг с другом.","Авет, слава Богу, выздоровел. Теперь знаменитая парочка воссединилась, чтобы сегодня пройтись по таким темам: Даша Корейка и ее поход в армию, снег в Якутии, пожары Якутии, классические ТикТоки видео про отношения и прокладки, Идрак Мирзализаде и чувство юмора суда, образование Гусейна Гасанова и Димы Гордея.  Так сказать пробежались по темкам. Поели в КофеОН. Было очень даже ничего.  #идрак #мурад #авет   /"
256.mp4,Юмор,Смехмашина | Выпуск 1,"это наша, да, тачка у тебя? номер блатной. виталий. как? виталий. виталий. ну бабка такая, ну думай, ну пойду-дойду. они такие, му, кря, бе. так, андрей, давай лещать. у кого как, короче. так, ладно, с подковыркой. нет, говорит, все эти лети. обращайтесь. почему. за что. тяпа, забираешь заслуженную пятнашку. чего? пятнашка у меня, друзья.группа людей сидит в машине, и один из мужчин разговаривает с камерой.","Сундук, Тяпа и Чернобыль решили выяснить, у кого из них самые смешные анекдоты. Кто одержал победу и почему Чернобыля выгнали из машины? Смотри в этом выпуске!"
257.mp4,Развлечения,Фея-Крёстная | №8 | Наташа,"шикарно. у меня сегодня в гостях наталья. угу. ясно, полезная. наташа, пожалуйста, проходите, знакомься. а это наташа. вот это? огонек, говоришь? угу. ну что, огонек? такого нет ничего? мы хотим сделать ее максимально насыщенным, если нам можно. малиновый будет. правда? круто. мысль. мысль. пока-пока. очередное. я так поняла, что это тана дикур. где наш вырез? где наш вырез? под цепь? конечно. оно вточное? конечно. именно поэтому вырезом выстраивается наш декор.женщина говорит с группой людей, а затем женщина показана перед зеркалом.","В этом выпуске гостья проекта «Фея Крестная» - Наташа. Спустя огромное количество времени после смерти бабушки, дедушка Наташи, на 80ом году жизни, смог снова полюбить. Когда Наташа узнала, что дедушка собирается связать себя узами брака во второй раз, она поняла, что эта свадьба – пожалуй, одно из самых важных событий в ее жизни. Для любимого дедушки нет лучшего подарка, чем красавица-внучка, но о роскошных платьях, премиальных тканях Наташа может только мечтать. Свадьба дедушки уже завтра, и Наташа в замешательстве. Перед портными и Рабиа Халилли снова стоит непростая задача – сшить идеальное платье всего за одну ночь."
258.mp4,Блоги,Варя в космосе | Выпуск 3 | Новые открытия ученых,"если присмотреться, то кажется, будто за горизонтом скрывается настоящая лунная постройка. теперь юту подъехал поближе, и, как оказалось, на месте таинственной хижины он увидел обычный обломок. видно, как они собираются в сверхскопления, а между ними образуются большие пустоты. в другом месте видна линейная рябь, образованная марсианским ветром. этот удивительный мир в соцветии геркулеса находится 1500 световых лет от нас. по мельчайшим тонкостям кривой блеска ученые смогли определить деформацию планеты, а по ее величине внутреннюю структуру. а вы видели когда-нибудь юпитер? недавно астрономы увидели, как какой-то объект пролетел очень близко к этой системе и перетянул на себя часть этого диска. в новой работе с помощью двух телескопов на острове гавайи ученые сумели пронаблюдать последние дни красного гиганта и его непосредственный взрыв. этот случай меняет наши представления о сверхновых. недавно астрономы из японии нашли в диске на вырожденной звезды множество довольно сложных органических молекул. однако эту звезду ученые нашли в регионе с очень низкой металличностью и на самом окраине галактики.молодая девушка стоит перед экраном и говорит о чем-то перед ней.","Ученые нашли планету в форме мяча для регби? Пребиотики появились в космосе задолго до нас? Что за взрыв произошёл в океане? Все это, а ещё многое другое вы узнаете в новом выпуске космических новостей. Источники:  - Нэнси Грейс Роман -image-shows-how-nasa-s-roman-could-expand-on-hubble-s-deepest-view - Карта вселенной Релиз с картой -01-dark-energy-spectroscopic-instrument-largest.html - Вода на Луне статья  - Тектонические будни на Марсе  - Планета - мяч для регби -21/aa42196-21.html - Ураганы Юпитера -021-01458-y.pdf - Разрушение диска из-за пролёта третьей звезды -releases/alma-catches-intruder-redhanded-in-rarely-detected-stellar-flyby-event/ - Последние дни жизни красного гиганта статья -4357/ac3f3a - Пребиотические молекулы в протопланетном диске -4357/ac289b"
